Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
minister;;;B2;noun;;Details;
advertising;;;B2;noun;;Details;
banking;;;B2;noun;;Details;
coaching;;;B2;noun;;Details;
gardening;;;B2;noun;;Details;
hunting;;;B2;noun;;Details;
lighting;;;B2;noun;;Details;
living;;;B2;noun;;Details;
association;;;B2;noun;;Details;
collocation;;;B2;noun;;Details;
conjunction;;GRAMMAR;B2;noun;;Details;
consideration;;IMPORTANT FACT;B2;noun;;Details;
demonstration;;MARCH;B2;noun;;Details;
explosion;;BOMB;B2;noun;;Details;
extension;;EXTRA TIME;B2;noun;;Details;
mission;;PURPOSE;B2;noun;;Details;
concentration;;THOUGHT;B2;noun;;Details;
decoration;;PAINT;B2;noun;;Details;
destruction;;;B2;noun;;Details;
expansion;;;B2;noun;;Details;
civilization;;SOCIETY;B2;noun;;Details;
combination;;;B2;noun;;Details;
creation;;;B2;noun;;Details;
depression;;UNHAPPINESS;B2;noun;;Details;
distinction;;DIFFERENCE;B2;noun;;Details;
donation;;;B2;noun;;Details;
exception;;NOT INCLUDED;B2;noun;;Details;
intention;;;B2;noun;;Details;
interruption;;;B2;noun;;Details;
investigation;;;B2;noun;;Details;
journalism;;;B2;noun;;Details;
economist;;;B2;noun;;Details;
facility;;;B2;noun;;Details;
authority;;POWER;B2;noun;;Details;
availability;;;B2;noun;;Details;
equality;;;B2;noun;;Details;
flexibility;;;B2;noun;;Details;
alternative;;;B2;noun;;Details;
imperative;;;B2;noun;;Details;
development;;EVENT;B2;noun;;Details;
judgment;;OPINION;B2;noun;;Details;
involvement;;;B2;noun;;Details;
darkness;;;B2;noun;;Details;
friendliness;;;B2;noun;;Details;
ambassador;;;B2;noun;;Details;
conductor;;;B2;noun;;Details;
editor;;;B2;noun;;Details;
inventor;;;B2;noun;;Details;
investigator;;;B2;noun;;Details;
difficulty;;PROBLEM;B2;noun;;Details;
bomber;;PERSON;B2;noun;;Details;
gambling;;;B2;noun;;Details;
animal;;NOT A PLANT;B2;noun;;Details;
area;;SUBJECT;B2;noun;;Details;
aspect;;;B2;noun;;Details;
bakery;;;B2;noun;;Details;
bar;;LONG PIECE;B2;noun;;Details;
bargain;;CHEAP;B2;noun;;Details;
basis;;METHOD;B2;noun;;Details;
battle;;PROBLEMS/ILLNESS;B2;noun;;Details;
beam;;;B2;noun;;Details;
bell;;METAL OBJECT;B2;noun;;Details;
billion;;;B2;noun;;Details;
blade;;;B2;noun;;Details;
board;;SURFACE;B2;noun;;Details;
bonus;;EXTRA THING;B2;noun;;Details;
breakthrough;;;B2;noun;;Details;
bullet;;;B2;noun;;Details;
candidate;;JOB/ELECTION;B2;noun;;Details;
carnival;;;B2;noun;;Details;
category;;;B2;noun;;Details;
cause;;REASON WHY;B2;noun;;Details;
cemetery;;;B2;noun;;Details;
chain;;EVENTS;B2;noun;;Details;
clause;;;B2;noun;;Details;
clue;;SIGN;B2;noun;;Details;
concept;;;B2;noun;;Details;
county;;;B2;noun;;Details;
critic;;ARTS;B2;noun;;Details;
debit card;;;B2;noun;;Details;
decade;;;B2;noun;;Details;
dilemma;;;B2;noun;;Details;
diplomat;;;B2;noun;;Details;
dive;;ENTRY INTO WATER;B2;noun;;Details;
dot;;MARK;B2;noun;;Details;
edge;;BLADE;B2;noun;;Details;
electrician;;;B2;noun;;Details;
environment;;SURROUNDINGS;B2;noun;;Details;
equal;;;B2;noun;;Details;
era;;;B2;noun;;Details;
example;;VERY GOOD;B2;noun;;Details;
factor;;;B2;noun;;Details;
fate;;WHAT HAPPENS;B2;noun;;Details;
fault;;PROBLEM;B2;noun;;Details;
female;;;B2;noun;;Details;
flame;;;B2;noun;;Details;
form;;TYPE;B2;noun;;Details;
function;;PURPOSE;B2;noun;;Details;
gap;;DIFFERENCE;B2;noun;;Details;
grave;;;B2;noun;;Details;
hair;;SINGLE PIECE;B2;noun;;Details;
hammer;;;B2;noun;;Details;
handle;;;B2;noun;;Details;
heart;;SHAPE;B2;noun;;Details;
immigrant;;;B2;noun;;Details;
incident;;;B2;noun;;Details;
individual;;PERSON;B2;noun;;Details;
institute;;;B2;noun;;Details;
interior;;;B2;noun;;Details;
jewel;;;B2;noun;;Details;
judge;;COURT;B2;noun;;Details;
landlady;;;B2;noun;;Details;
landlord;;;B2;noun;;Details;
layer;;;B2;noun;;Details;
leaflet;;;B2;noun;;Details;
leak;;HOLE;B2;noun;;Details;
lesson;;EXPERIENCE;B2;noun;;Details;
lid;;;B2;noun;;Details;
lifestyle;;;B2;noun;;Details;
line;;TELEPHONE;B2;noun;;Details;
link;;CONNECTION;B2;noun;;Details;
male;;;B2;noun;;Details;
match;;STICK;B2;noun;;Details;
mayor;;;B2;noun;;Details;
measure;;METHOD;B2;noun;;Details;
medal;;;B2;noun;;Details;
message;;IDEA;B2;noun;;Details;
mine;;UNDERGROUND;B2;noun;;Details;
miracle;;;B2;noun;;Details;
motive;;;B2;noun;;Details;
motor;;;B2;noun;;Details;
absence;;NOT EXISTING;B2;noun;;Details;
agriculture;;;B2;noun;;Details;
cardboard;;;B2;noun;;Details;
centigrade;;;B2;noun;;Details;
chaos;;;B2;noun;;Details;
commerce;;;B2;noun;;Details;
concrete;;;B2;noun;;Details;
daytime;;;B2;noun;;Details;
demand;;NEED;B2;noun;;Details;
denim;;;B2;noun;;Details;
ease;;NOT DIFFICULT;B2;noun;;Details;
efficiency;;;B2;noun;;Details;
electronics;;;B2;noun;;Details;
evidence;;PROOF;B2;noun;;Details;
fact;;REAL THINGS;B2;noun;;Details;
genetics;;;B2;noun;;Details;
good;;HELP;B2;noun;;Details;
harm;;HURT;B2;noun;;Details;
harmony;;PEACE;B2;noun;;Details;
hunger;;NOT ENOUGH FOOD;B2;noun;;Details;
laundry;;;B2;noun;;Details;
liberty;;FREEDOM;B2;noun;;Details;
litter;;;B2;noun;;Details;
luck;;SUCCESS;B2;noun;;Details;
magic;;SPECIAL QUALITY;B2;noun;;Details;
man;;PEOPLE;B2;noun;;Details;
mankind;;;B2;noun;;Details;
advance;;PROGRESS;B2;noun;;Details;
advantage;;SUCCESS;B2;noun;;Details;
analysis;;;B2;noun;;Details;
belief;;IDEA;B2;noun;;Details;
campus;;;B2;noun;;Details;
class;;ECONOMIC GROUP;B2;noun;;Details;
collapse;;;B2;noun;;Details;
comparison;;;B2;noun;;Details;
context;;FACTS;B2;noun;;Details;
contrast;;DIFFERENCE;B2;noun;;Details;
crab;;;B2;noun;;Details;
crisis;;;B2;noun;;Details;
debate;;;B2;noun;;Details;
dialogue;;IN BOOK, ETC.;B2;noun;;Details;
disaster;;DAMAGE;B2;noun;;Details;
disguise;;;B2;noun;;Details;
error;;;B2;noun;;Details;
evil;;;B2;noun;;Details;
fantasy;;;B2;noun;;Details;
habit;;BAD ACTIVITY;B2;noun;;Details;
income;;;B2;noun;;Details;
length;;TIME;B2;noun;;Details;
loss;;NOT HAVING;B2;noun;;Details;
material;;PHYSICAL SUBSTANCE;B2;noun;;Details;
mixture;;SUBSTANCE;B2;noun;;Details;
belongings;;;B2;noun;;Details;
earnings;;;B2;noun;;Details;
human rights;;;B2;noun;;Details;
means;;METHOD;B2;noun;;Details;
content;;IDEAS;B2;noun;;Details;
distance;;PLACE;B2;noun;;Details;
the first person;;;B2;noun;;Details;
help;;THING THAT HELPS;B2;noun;;Details;
the last minute;;;B2;noun;;Details;
manner;;WAY;B2;noun;;Details;
mess;;PROBLEMS;B2;noun;;Details;
need;;NECESSARY THING;B2;noun;;Details;
agree;;SAY YES;B2;verb;;Details;
apply;;AFFECT;B2;verb;;Details;
brake;;;B2;verb;;Details;
climb;;MOVE HIGHER;B2;verb;;Details;
come;;HAPPEN;B2;verb;;Details;
compete;;SUCCESS;B2;verb;;Details;
correspond;;BE SIMILAR;B2;verb;;Details;
count;;BE IMPORTANT;B2;verb;;Details;
demonstrate;;MARCH;B2;verb;;Details;
differ;;;B2;verb;;Details;
emerge;;APPEAR;B2;verb;;Details;
jump;;FEAR;B2;verb;;Details;
abandon;;LEAVE;B2;verb;;Details;
abolish;;;B2;verb;;Details;
absorb;;TAKE IN;B2;verb;;Details;
accept;;ADMIT;B2;verb;;Details;
accuse;;;B2;verb;;Details;
affect;;CAUSE CHANGE;B2;verb;;Details;
boost;;;B2;verb;;Details;
catch;;DISCOVER;B2;verb;;Details;
chop;;;B2;verb;;Details;
commit;;DO;B2;verb;;Details;
congratulate;;;B2;verb;;Details;
contain;;PART;B2;verb;;Details;
cost;;LOSE;B2;verb;;Details;
cover;;DISTANCE;B2;verb;;Details;
deceive;;;B2;verb;;Details;
declare;;EXPRESS;B2;verb;;Details;
defeat;;CAUSE TO FAIL;B2;verb;;Details;
divide;;PLACE;B2;verb;;Details;
edit;;;B2;verb;;Details;
educate;;GIVE INFORMATION;B2;verb;;Details;
enclose;;SEND;B2;verb;;Details;
encounter;;;B2;verb;;Details;
exchange;;SHOP;B2;verb;;Details;
expect;;BEHAVE;B2;verb;;Details;
fine;;;B2;verb;;Details;
fool;;;B2;verb;;Details;
frighten;;;B2;verb;;Details;
grab;;TAKE QUICKLY;B2;verb;;Details;
hang;;KILL;B2;verb;;Details;
illustrate;;PICTURE;B2;verb;;Details;
imagine;;SUPPOSE;B2;verb;;Details;
interrupt;;STOP HAPPENING;B2;verb;;Details;
involve;;TAKE PART;B2;verb;;Details;
lack;;NOT HAVE;B2;verb;;Details;
leave;;STAY IN SAME CONDITION;B2;verb;;Details;
light;;MAKE BRIGHT;B2;verb;;Details;
lose;;TIME/OPPORTUNITY;B2;verb;;Details;
make;;EARN;B2;verb;;Details;
move;;TIME;B2;verb;;Details;
name;;CHOOSE;B2;verb;;Details;
alter;;;B2;verb;;Details;
benefit;;;B2;verb;;Details;
blink;;EYES;B2;verb;;Details;
bounce;;MOVE UP;B2;verb;;Details;
break;;END;B2;verb;;Details;
burst;;BREAK APART;B2;verb;;Details;
chew;;EAT;B2;verb;;Details;
close;;STOP OPERATING;B2;verb;;Details;
coach;;;B2;verb;;Details;
collect;;MONEY;B2;verb;;Details;
contribute;;GIVE;B2;verb;;Details;
cool;;;B2;verb;;Details;
decay;;;B2;verb;;Details;
donate;;GIVE MONEY;B2;verb;;Details;
double;;;B2;verb;;Details;
escape;;AVOID;B2;verb;;Details;
expand;;;B2;verb;;Details;
fade;;;B2;verb;;Details;
flood;;ARRIVE OR FILL;B2;verb;;Details;
fly;;CONTROL AIRCRAFT;B2;verb;;Details;
govern;;;B2;verb;;Details;
investigate;;;B2;verb;;Details;
lend;;BANK;B2;verb;;Details;
melt;;;B2;verb;;Details;
devil;;EVIL BEING;B2;noun;;Details;
god;;SPIRIT;B2;noun;;Details;
hell;;RELIGION;B2;noun;;Details;
abuse;;BAD TREATMENT;B2;noun;;Details;
bombing;;;B2;noun;;Details;
impolite;;;B2;adjective;people: personality;Details;
boiling;;;B2;adjective;natural world;Details;
moreover;;;B2;adverb;communication;Details;
half;;A LOT;B2;noun;describing things;Details;
full;;FOOD;B2;adjective;food and drink;Details;
fed up;;;B2;adjective;people: personality;Details;
evidently;;;B2;adverb;;Details;
formerly;;;B2;adverb;;Details;
evident;;;B2;adjective;;Details;
illegal;;;B2;adjective;crime;Details;
disorganized;;OF SOMEONE;B2;adjective;people: personality;Details;
dissatisfied;;;B2;adjective;people: personality;Details;
inexperienced;;;B2;adjective;people: personality;Details;
irresponsible;;;B2;adjective;people: personality;Details;
misleading;;;B2;adjective;communication;Details;
interactive;;COMPUTER GAMES;B2;adjective;technology;Details;
illegally;;;B2;adverb;crime;Details;
impatiently;;;B2;adverb;people: personality;Details;
incredibly;;EXTREMELY;B2;adverb;communication;Details;
dishonest;;;B2;adjective;people: personality;Details;
dislike;;NOT LIKING;B2;noun;people: personality;Details;
impatient;;EASILY ANNOYED;B2;adjective;people: personality;Details;
irregular;;SHAPE;B2;adjective;describing things;Details;
capable;;GOOD AT DOING THINGS;B2;adjective;people: personality;Details;
comfortable;;WITHOUT WORRIES;B2;adjective;people: personality;Details;
desirable;;;B2;adjective;people: personality;Details;
favourable;;LIKING;B2;adjective;people: personality;Details;
dental;;;B2;adjective;body and health;Details;
fatal;;CAUSING DEATH;B2;adjective;body and health;Details;
medical;;;B2;adjective;body and health;Details;
alphabetical;;;B2;adjective;communication;Details;
critical;;NOT PLEASED;B2;adjective;communication;Details;
criminal;;CRIME;B2;adjective;crime;Details;
additional;;;B2;adjective;describing things;Details;
artificial;;NOT NATURAL;B2;adjective;describing things;Details;
beneficial;;;B2;adjective;describing things;Details;
exceptional;;GOOD;B2;adjective;describing things;Details;
educational;;;B2;adjective;education;Details;
economical;;;B2;adjective;money;Details;
coastal;;;B2;adjective;natural world;Details;
ecological;;;B2;adjective;natural world;Details;
global;;;B2;adjective;natural world;Details;
emotional;;EMOTIONS;B2;adjective;people: personality;Details;
intellectual;;THOUGHT;B2;adjective;people: personality;Details;
mental;;;B2;adjective;people: personality;Details;
industrial;;;B2;adjective;work;Details;
inhabitant;;;B2;noun;homes and buildings;Details;
arrogant;;;B2;adjective;people: personality;Details;
addicted;;DRUGS;B2;adjective;body and health;Details;
injured;;;B2;adjective;body and health;Details;
canned;;;B2;adjective;food and drink;Details;
amused;;FUNNY;B2;adjective;people: personality;Details;
astonished;;;B2;adjective;people: personality;Details;
bad-tempered;;;B2;adjective;people: personality;Details;
bothered;;;B2;adjective;people: personality;Details;
concerned;;WORRIED;B2;adjective;people: personality;Details;
convinced;;;B2;adjective;people: personality;Details;
determined;;;B2;adjective;people: personality;Details;
devoted;;;B2;adjective;people: personality;Details;
distinguished;;;B2;adjective;people: personality;Details;
fascinated;;;B2;adjective;people: personality;Details;
impressed;;;B2;adjective;people: personality;Details;
irritated;;;B2;adjective;people: personality;Details;
motivated;;;B2;adjective;people: personality;Details;
developed;;;B2;adjective;politics;Details;
adopted;;;B2;adjective;relationships;Details;
fluent;;ABILITY;B2;adjective;communication;Details;
innocent;;NOT GUILTY;B2;adjective;crime;Details;
independent;;NOT RULED;B2;adjective;politics;Details;
designer;;;B2;adjective;clothes;Details;
delightful;;;B2;adjective;describing things;Details;
dreadful;;;B2;adjective;describing things;Details;
harmful;;;B2;adjective;describing things;Details;
cheerful;;MAKING YOU FEEL HAPPY;B2;adjective;people: personality;Details;
doubtful;;NOT CERTAIN;B2;adjective;people: personality;Details;
artistic;;RELATING TO ART;B2;adjective;arts and media;Details;
academic;;EDUCATION;B2;adjective;education;Details;
domestic;;HOME;B2;adjective;homes and buildings;Details;
economic;;;B2;adjective;money;Details;
dynamic;;ACTIVE;B2;adjective;people: personality;Details;
energetic;;;B2;adjective;people: personality;Details;
enthusiastic;;;B2;adjective;people: personality;Details;
democratic;;;B2;adjective;politics;Details;
gymnastic;;;B2;adjective;shopping;Details;
atomic;;;B2;adjective;technology;Details;
automatic;;MACHINE;B2;adjective;technology;Details;
growing;;;B2;adjective;describing things;Details;
astonishing;;;B2;adjective;people: personality;Details;
caring;;;B2;adjective;people: personality;Details;
depressing;;;B2;adjective;people: personality;Details;
distressing;;;B2;adjective;people: personality;Details;
encouraging;;;B2;adjective;people: personality;Details;
exhausting;;;B2;adjective;people: personality;Details;
fascinating;;;B2;adjective;people: personality;Details;
irritating;;;B2;adjective;people: personality;Details;
moving;;;B2;adjective;people: personality;Details;
developing;;;B2;adjective;politics;Details;
expectation;;;B2;noun;people: personality;Details;
corporation;;;B2;noun;work;Details;
childish;;SILLY;B2;adjective;people: personality;Details;
foolish;;;B2;adjective;people: personality;Details;
decorative;;;B2;adjective;describing things;Details;
extensive;;;B2;adjective;describing things;Details;
impressive;;;B2;adjective;describing things;Details;
massive;;;B2;adjective;describing things;Details;
aggressive;;VIOLENT;B2;adjective;people: personality;Details;
competitive;;PERSON;B2;adjective;people: personality;Details;
cooperative;;;B2;adjective;people: personality;Details;
decisive;;MAKING DECISIONS;B2;adjective;people: personality;Details;
criticize;;;B2;verb;communication;Details;
harmless;;NO HARM;B2;adjective;describing things;Details;
hopeless;;BAD AT SOMETHING;B2;adjective;people: personality;Details;
actually;;OPPOSITE;B2;adverb;communication;Details;
admittedly;;;B2;adverb;communication;Details;
alternatively;;;B2;adverb;communication;Details;
apparently;;AS HEARD/READ;B2;adverb;communication;Details;
consequently;;;B2;adverb;communication;Details;
deeply;;;B2;adverb;communication;Details;
desperately;;SERIOUSLY;B2;adverb;communication;Details;
entirely;;;B2;adverb;communication;Details;
exactly;;AGREEMENT;B2;adverb;communication;Details;
extraordinarily;;;B2;adverb;communication;Details;
fantastically;;;B2;adverb;communication;Details;
firstly;;;B2;adverb;communication;Details;
fluently;;;B2;adverb;communication;Details;
frankly;;;B2;adverb;communication;Details;
generally;;AS A WHOLE;B2;adverb;communication;Details;
greatly;;;B2;adverb;communication;Details;
largely;;;B2;adverb;communication;Details;
necessarily;;;B2;adverb;communication;Details;
legally;;;B2;adverb;crime;Details;
adequately;;;B2;adverb;describing things;Details;
badly;;UNPLEASANT;B2;adverb;describing things;Details;
barely;;;B2;adverb;describing things;Details;
brightly;;;B2;adverb;describing things;Details;
densely;;;B2;adverb;describing things;Details;
merely;;ONLY;B2;adverb;describing things;Details;
financially;;;B2;adverb;money;Details;
ecologically;;;B2;adverb;natural world;Details;
environmentally;;;B2;adverb;natural world;Details;
globally;;;B2;adverb;natural world;Details;
elegantly;;;B2;adverb;people: appearance;Details;
cowardly;;;B2;adjective;people: personality;Details;
aggressively;;;B2;adverb;people: personality;Details;
anxiously;;;B2;adverb;people: personality;Details;
boldly;;;B2;adverb;people: personality;Details;
brilliantly;;;B2;adverb;people: personality;Details;
calmly;;;B2;adverb;people: personality;Details;
carelessly;;;B2;adverb;people: personality;Details;
cheerfully;;;B2;adverb;people: personality;Details;
confidently;;;B2;adverb;people: personality;Details;
creatively;;;B2;adverb;people: personality;Details;
cruelly;;;B2;adverb;people: personality;Details;
eagerly;;;B2;adverb;people: personality;Details;
emotionally;;;B2;adverb;people: personality;Details;
enthusiastically;;;B2;adverb;people: personality;Details;
foolishly;;;B2;adverb;people: personality;Details;
furiously;;;B2;adverb;people: personality;Details;
gently;;;B2;adverb;people: personality;Details;
happily;;WILLING;B2;adverb;people: personality;Details;
honestly;;HONEST;B2;adverb;people: personality;Details;
hopefully;;HOPEFUL WAY;B2;adverb;people: personality;Details;
jealously;;;B2;adverb;people: personality;Details;
closely;;CONNECTED;B2;adverb;relationships;Details;
automatically;;MACHINE;B2;adverb;technology;Details;
electronically;;;B2;adverb;technology;Details;
measurement;;SIZE;B2;noun;describing things;Details;
adventurous;;;B2;adjective;people: personality;Details;
ambitious;;PERSON;B2;adjective;people: personality;Details;
anxious;;EAGER;B2;adjective;people: personality;Details;
cautious;;;B2;adjective;people: personality;Details;
furious;;;B2;adjective;people: personality;Details;
jealous;;WANTING SOMETHING;B2;adjective;people: personality;Details;
bloody;;COVERED IN BLOOD;B2;adjective;body and health;Details;
guilty;;RESPONSIBLE;B2;adjective;crime;Details;
faulty;;;B2;adjective;describing things;Details;
misty;;;B2;adjective;natural world;Details;
greedy;;;B2;adjective;people: personality;Details;
icy;;WITHOUT FEELING;B2;adjective;people: personality;Details;
biological;;;B2;adjective;animals;Details;
abstract;;ART;B2;adjective;arts and media;Details;
literary;;;B2;adjective;arts and media;Details;
audience;;TYPE;B2;noun;arts and media;Details;
cast;;;B2;noun;arts and media;Details;
choir;;;B2;noun;arts and media;Details;
comedian;;;B2;noun;arts and media;Details;
dizzy;;;B2;adjective;body and health;Details;
eyelash;;;B2;noun;body and health;Details;
itch;;SKIN;B2;verb;body and health;Details;
absolute;;;B2;adjective;communication;Details;
little;;EMPHASIZE;B2;adjective;communication;Details;
anyhow;;DESPITE;B2;adverb;communication;Details;
far;;VERY MUCH;B2;adverb;communication;Details;
furthermore;;;B2;adverb;communication;Details;
hardly;;CERTAINLY NOT;B2;adverb;communication;Details;
bracket;;SYMBOL;B2;noun;communication;Details;
legal;;TO DO WITH LAW;B2;adjective;crime;Details;
jury;;COURT;B2;noun;crime;Details;
absurd;;;B2;adjective;describing things;Details;
adequate;;ENOUGH;B2;adjective;describing things;Details;
appropriate;;;B2;adjective;describing things;Details;
approximate;;;B2;adjective;describing things;Details;
average;;USUAL;B2;adjective;describing things;Details;
bare;;NOT COVERED;B2;adjective;describing things;Details;
bizarre;;;B2;adjective;describing things;Details;
breathtaking;;;B2;adjective;describing things;Details;
circular;;SHAPE;B2;adjective;describing things;Details;
decent;;SATISFACTORY;B2;adjective;describing things;Details;
deep;;SOUND;B2;adjective;describing things;Details;
delicate;;SOFT;B2;adjective;describing things;Details;
dense;;;B2;adjective;describing things;Details;
distant;;FAR AWAY;B2;adjective;describing things;Details;
entire;;;B2;adjective;describing things;Details;
extreme;;VERY LARGE;B2;adjective;describing things;Details;
????;;NOT REAL;B2;adjective;describing things;Details;
fierce;;STRONG;B2;adjective;describing things;Details;
firm;;NOT SOFT;B2;adjective;describing things;Details;
genuine;;REAL;B2;adjective;describing things;Details;
high;;IMPORTANT;B2;adjective;describing things;Details;
ideal;;;B2;adjective;describing things;Details;
inaccurate;;;B2;adjective;describing things;Details;
inconvenient;;;B2;adjective;describing things;Details;
inner;;LOCATION;B2;adjective;describing things;Details;
inside;;UNDER SURFACE;B2;adjective;describing things;Details;
low;;BAD QUALITY;B2;adjective;describing things;Details;
medieval;;;B2;adjective;describing things;Details;
mere;;SMALL;B2;adjective;describing things;Details;
middle;;CENTRAL;B2;adjective;describing things;Details;
modest;;NOT LARGE;B2;adjective;describing things;Details;
flat;;LEVEL;B2;adverb;describing things;Details;
dairy;;;B2;adjective;food and drink;Details;
mild;;FOOD;B2;adjective;food and drink;Details;
damp;;;B2;adjective;natural world;Details;
environmentally friendly;;;B2;adjective;natural world;Details;
green;;ENVIRONMENT;B2;adjective;natural world;Details;
elegant;;;B2;adjective;people: appearance;Details;
aware;;;B2;adjective;people: personality;Details;
bitter;;ANGRY;B2;adjective;people: personality;Details;
bold;;BRAVE;B2;adjective;people: personality;Details;
bright;;INTELLIGENT;B2;adjective;people: personality;Details;
clumsy;;;B2;adjective;people: personality;Details;
crazy;;ANGRY;B2;adjective;people: personality;Details;
dear;;LIKED;B2;adjective;people: personality;Details;
desperate;;WITHOUT HOPE;B2;adjective;people: personality;Details;
down;;UNHAPPY;B2;adjective;people: personality;Details;
eager;;;B2;adjective;people: personality;Details;
expert;;;B2;adjective;people: personality;Details;
fond;;HAPPY;B2;adjective;people: personality;Details;
hard;;NOT KIND;B2;adjective;people: personality;Details;
loyal;;;B2;adjective;people: personality;Details;
mature;;;B2;adjective;people: personality;Details;
mean;;NOT GENEROUS;B2;adjective;people: personality;Details;
miserable;;UNPLEASANT;B2;adjective;people: personality;Details;
nasty;;ANGRY;B2;adjective;people: personality;Details;
naughty;;;B2;adjective;people: personality;Details;
generously;;;B2;adverb;people: personality;Details;
mentally;;;B2;adverb;people: personality;Details;
idea;;THOUGHT;B2;noun;people: personality;Details;
council;;;B2;noun;politics;Details;
fellow;;;B2;adjective;relationships;Details;
household;;;B2;noun;relationships;Details;
high-tech;;;B2;adjective;technology;Details;
hi-tech;;;B2;adjective;technology;Details;
mechanical;;MACHINES;B2;adjective;technology;Details;
in;;TRANSPORT;B2;adverb;travel;Details;
committee;;;B2;noun;work;Details;
crew;;TEAM;B2;noun;work;Details;
drunk;;;B2;adjective;food and drink;Details;
immoral;;;B2;adjective;;Details;
informal;;;B2;adjective;;Details;
internal;;;B2;adjective;;Details;
breakable;;;B2;adjective;;Details;
considerable;;;B2;adjective;;Details;
memorable;;;B2;adjective;;Details;
accidental;;;B2;adjective;;Details;
controversial;;;B2;adjective;;Details;
conventional;;TRADITIONAL;B2;adjective;;Details;
crucial;;;B2;adjective;;Details;
external;;OUTSIDE;B2;adjective;;Details;
functional;;;B2;adjective;;Details;
gradual;;;B2;adjective;;Details;
identical;;;B2;adjective;;Details;
logical;;;B2;adjective;;Details;
magical;;WONDERFUL;B2;adjective;;Details;
mathematical;;;B2;adjective;;Details;
natural;;EXPECTED;B2;adjective;;Details;
abandoned;;EMPTY;B2;adjective;;Details;
armed;;WEAPONS;B2;adjective;;Details;
balanced;;FAIR;B2;adjective;;Details;
confused;;NOT CLEAR;B2;adjective;;Details;
detailed;;;B2;adjective;;Details;
divided;;;B2;adjective;;Details;
educated;;;B2;adjective;;Details;
endangered;;;B2;adjective;;Details;
estimated;;;B2;adjective;;Details;
fixed;;ARRANGED;B2;adjective;;Details;
improved;;;B2;adjective;;Details;
limited;;WITHIN RANGE;B2;adjective;;Details;
confident;;CERTAIN;B2;adjective;;Details;
dependent;;NEEDING SUPPORT;B2;adjective;;Details;
later;;IN THE FUTURE;B2;adjective;;Details;
further;;MORE;B2;adverb;;Details;
colourful;;UNUSUAL;B2;adjective;;Details;
faithful;;LOYAL;B2;adjective;;Details;
meaningful;;USEFUL;B2;adjective;;Details;
accessible;;REACH;B2;adjective;;Details;
flexible;;ABLE TO CHANGE;B2;adjective;;Details;
incredible;;NOT BELIEVE;B2;adjective;;Details;
invisible;;;B2;adjective;;Details;
athletic;;;B2;adjective;;Details;
dramatic;;;B2;adjective;;Details;
exotic;;;B2;adjective;;Details;
demanding;;;B2;adjective;;Details;
entertaining;;;B2;adjective;;Details;
existing;;;B2;adjective;;Details;
forthcoming;;HAPPENING SOON;B2;adjective;;Details;
leading;;;B2;adjective;;Details;
meaning;;PURPOSE;B2;noun;;Details;
active;;INVOLVED;B2;adjective;;Details;
attractive;;INTERESTING;B2;adjective;;Details;
communicative;;;B2;adjective;;Details;
effective;;;B2;adjective;;Details;
exclusive;;EXPENSIVE;B2;adjective;;Details;
intensive;;;B2;adjective;;Details;
endless;;;B2;adjective;;Details;
hourly;;EVERY HOUR;B2;adjective;;Details;
lonely;;PLACE;B2;adjective;;Details;
accidentally;;;B2;adverb;;Details;
actively;;;B2;adverb;;Details;
additionally;;;B2;adverb;;Details;
annually;;;B2;adverb;;Details;
appropriately;;;B2;adverb;;Details;
artificially;;;B2;adverb;;Details;
basically;;SIMPLY;B2;adverb;;Details;
casually;;;B2;adverb;;Details;
comfortably;;;B2;adverb;;Details;
considerably;;;B2;adverb;;Details;
constantly;;;B2;adverb;;Details;
continuously;;;B2;adverb;;Details;
conveniently;;;B2;adverb;;Details;
critically;;;B2;adverb;;Details;
culturally;;;B2;adverb;;Details;
curiously;;STRANGELY;B2;adverb;;Details;
currently;;;B2;adverb;;Details;
deliberately;;;B2;adverb;;Details;
directly;;CLEARLY;B2;adverb;;Details;
dramatically;;;B2;adverb;;Details;
effectively;;SUCCESS;B2;adverb;;Details;
efficiently;;;B2;adverb;;Details;
equally;;SAME WAY;B2;adverb;;Details;
especially;;ONLY;B2;adverb;;Details;
essentially;;;B2;adverb;;Details;
eventually;;;B2;adverb;;Details;
fairly;;IN THE RIGHT WAY;B2;adverb;;Details;
finely;;;B2;adverb;;Details;
firmly;;CERTAINLY;B2;adverb;;Details;
freely;;;B2;adverb;;Details;
gradually;;;B2;adverb;;Details;
highly;;HIGH LEVEL;B2;adverb;;Details;
ideally;;PERFECTLY;B2;adverb;;Details;
importantly;;;B2;adverb;;Details;
increasingly;;;B2;adverb;;Details;
independently;;;B2;adverb;;Details;
initially;;;B2;adverb;;Details;
innocently;;;B2;adverb;;Details;
instantly;;;B2;adverb;;Details;
lastly;;;B2;adverb;;Details;
literally;;;B2;adverb;;Details;
morally;;;B2;adverb;;Details;
narrowly;;;B2;adverb;;Details;
naturally;;AS EXPECTED;B2;adverb;;Details;
continuous;;GRAMMAR;B2;adjective;;Details;
mysterious;;;B2;adjective;;Details;
bossy;;;B2;adjective;;Details;
cheeky;;;B2;adjective;;Details;
lazy;;RELAXED;B2;adjective;;Details;
muddy;;;B2;adjective;;Details;
actual;;REAL;B2;adjective;;Details;
