Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
register;;LANGUAGE STYLE;C1;noun;;Details;
self;;;C1;noun;;Details;
texture;;;C1;noun;;Details;
trial;;TEST;C1;noun;;Details;
bacteria;;;C1;noun;;Details;
fumes;;;C1;noun;;Details;
odds;;PROBABILITY;C1;noun;;Details;
downside;;;C1;noun;;Details;
flair;;ABILITY;C1;noun;;Details;
flow;;MOVEMENT;C1;noun;;Details;
hunger;;WISH;C1;noun;;Details;
idea;;AIM;C1;noun;;Details;
note;;FEELING;C1;noun;;Details;
outlook;;FUTURE;C1;noun;;Details;
price;;RESULT;C1;noun;;Details;
toll;;MONEY;C1;noun;;Details;
agree;;BE THE SAME;C1;verb;;Details;
arise;;;C1;verb;;Details;
beware;;;C1;verb;;Details;
collaborate;;;C1;verb;;Details;
comply;;;C1;verb;;Details;
daydream;;;C1;verb;;Details;
deteriorate;;;C1;verb;;Details;
emerge;;BECOME KNOWN;C1;verb;;Details;
exist;;LIVE;C1;verb;;Details;
feed;;EAT FOOD;C1;verb;;Details;
hop;;MOVE QUICKLY;C1;verb;;Details;
mingle;;TALK;C1;verb;;Details;
plunge;;BECOME LOWER;C1;verb;;Details;
proceed;;CONTINUE;C1;verb;;Details;
search;;FIND ANSWER;C1;verb;;Details;
spy;;INFORMATION;C1;verb;;Details;
thrive;;;C1;verb;;Details;
abandon;;STOP DOING;C1;verb;;Details;
absorb;;REMEMBER;C1;verb;;Details;
accomplish;;;C1;verb;;Details;
address;;DEAL WITH;C1;verb;;Details;
alarm;;;C1;verb;;Details;
allocate;;;C1;verb;;Details;
allow;;TIME/MONEY;C1;verb;;Details;
anticipate;;;C1;verb;;Details;
apply;;USE;C1;verb;;Details;
assign;;;C1;verb;;Details;
associate;;TWO THINGS/PEOPLE;C1;verb;;Details;
assure;;MAKE CERTAIN;C1;verb;;Details;
attain;;;C1;verb;;Details;
block;;CANNOT SEE;C1;verb;;Details;
cap;;LIMIT;C1;verb;;Details;
classify;;;C1;verb;;Details;
compile;;;C1;verb;;Details;
complicate;;;C1;verb;;Details;
compliment;;;C1;verb;;Details;
concern;;WORRY;C1;verb;;Details;
consider;;FACTS;C1;verb;;Details;
constitute;;;C1;verb;;Details;
consult;;GET INFORMATION;C1;verb;;Details;
convey;;;C1;verb;;Details;
cultivate;;GROW;C1;verb;;Details;
cure;;PROBLEM;C1;verb;;Details;
demonstrate;;SHOW HOW;C1;verb;;Details;
detect;;;C1;verb;;Details;
determine;;FIND;C1;verb;;Details;
direct;;ORGANIZE;C1;verb;;Details;
distribute;;SUPPLY;C1;verb;;Details;
doubt;;NOT BELIEVE;C1;verb;;Details;
draft;;;C1;verb;;Details;
enclose;;BE ALL AROUND;C1;verb;;Details;
enforce;;;C1;verb;;Details;
enrich;;;C1;verb;;Details;
enter;;PERIOD OF TIME;C1;verb;;Details;
envisage;;;C1;verb;;Details;
envision;;;C1;verb;;Details;
exceed;;BE MORE;C1;verb;;Details;
exclude;;KEEP OUT;C1;verb;;Details;
exhaust;;;C1;verb;;Details;
fascinate;;;C1;verb;;Details;
fill;;JOB;C1;verb;;Details;
fit;;SUITABLE;C1;verb;;Details;
follow;;BE INTERESTED;C1;verb;;Details;
foresee;;;C1;verb;;Details;
gather;;THINK;C1;verb;;Details;
group;;;C1;verb;;Details;
head;;FRONT/TOP;C1;verb;;Details;
hit;;REACH;C1;verb;;Details;
hold;;JOB OR QUALIFICATION;C1;verb;;Details;
host;;;C1;verb;;Details;
imprison;;;C1;verb;;Details;
indicate;;SHOW;C1;verb;;Details;
keep;;PROVIDE MONEY;C1;verb;;Details;
label;;INFORMATION;C1;verb;;Details;
make;;SUITABLE;C1;verb;;Details;
manage;;USE TIME/MONEY;C1;verb;;Details;
match;;BE AS GOOD AS;C1;verb;;Details;
meet;;ENOUGH;C1;verb;;Details;
modify;;;C1;verb;;Details;
nominate;;;C1;verb;;Details;
number;;GIVE A NUMBER;C1;verb;;Details;
offer;;AGREE TO PAY;C1;verb;;Details;
outnumber;;;C1;verb;;Details;
outrage;;;C1;verb;;Details;
outweigh;;;C1;verb;;Details;
overdo;;;C1;verb;;Details;
overtake;;BIGGER;C1;verb;;Details;
overwhelm;;;C1;verb;;Details;
picture;;;C1;verb;;Details;
place;;SITUATION;C1;verb;;Details;
possess;;;C1;verb;;Details;
presume;;;C1;verb;;Details;
produce;;SHOW;C1;verb;;Details;
prolong;;;C1;verb;;Details;
promote;;ENCOURAGE;C1;verb;;Details;
pursue;;;C1;verb;;Details;
receive;;REACT;C1;verb;;Details;
record;;SHOW MEASUREMENT;C1;verb;;Details;
recover;;GET BACK;C1;verb;;Details;
refresh;;;C1;verb;;Details;
regulate;;ACTIVITY/PROCESS;C1;verb;;Details;
renovate;;;C1;verb;;Details;
resolve;;;C1;verb;;Details;
restore;;MAKE EXIST;C1;verb;;Details;
reverse;;CHANGE;C1;verb;;Details;
rush;;FORCE ACTION;C1;verb;;Details;
scare;;FRIGHTEN;C1;verb;;Details;
see;;HAPPEN;C1;verb;;Details;
shield;;;C1;verb;;Details;
shoot;;FILM;C1;verb;;Details;
spare;;GIVE;C1;verb;;Details;
split;;SHARE;C1;verb;;Details;
spoil;;CHILD;C1;verb;;Details;
suppose;;LIKELY;C1;verb;;Details;
suspend;;STOP;C1;verb;;Details;
threaten;;DAMAGE;C1;verb;;Details;
trigger;;;C1;verb;;Details;
underestimate;;PERSON;C1;verb;;Details;
undergo;;;C1;verb;;Details;
accelerate;;HAPPEN;C1;verb;;Details;
accumulate;;;C1;verb;;Details;
applaud;;CLAP;C1;verb;;Details;
bet;;;C1;verb;;Details;
broaden;;;C1;verb;;Details;
cater;;;C1;verb;;Details;
conquer;;;C1;verb;;Details;
contradict;;SAY SOMEONE IS WRONG;C1;verb;;Details;
contribute;;WRITE;C1;verb;;Details;
deepen;;KNOWLEDGE;C1;verb;;Details;
deliver;;PROMISE;C1;verb;;Details;
differentiate;;SEE DIFFERENCE;C1;verb;;Details;
diminish;;;C1;verb;;Details;
dominate;;BE IMPORTANT;C1;verb;;Details;
donate;;BLOOD/ORGANS;C1;verb;;Details;
exaggerate;;;C1;verb;;Details;
judge;;COMPETITION;C1;verb;;Details;
lengthen;;;C1;verb;;Details;
lessen;;;C1;verb;;Details;
negotiate;;;C1;verb;;Details;
overestimate;;;C1;verb;;Details;
rehearse;;;C1;verb;;Details;
shine;;REFLECT;C1;verb;;Details;
shorten;;;C1;verb;;Details;
show;;EASY TO SEE;C1;verb;;Details;
soak;;MAKE WET;C1;verb;;Details;
spin;;TURN;C1;verb;;Details;
sue;;;C1;verb;;Details;
swap;;;C1;verb;;Details;
transmit;;RADIO/TELEVISION;C1;verb;;Details;
unite;;;C1;verb;;Details;
prostitute;;;C1;noun;;Details;
torture;;BORING/UNPLEASANT;C1;noun;;Details;
abuse;;WRONG ACTION;C1;noun;;Details;
rebellion;;;C1;noun;;Details;
poorly;;;C1;adjective;body and health;Details;
tertiary;;;C1;adjective;education;Details;
insane;;STUPID;C1;adjective;;Details;
notwithstanding;;;C1;adverb;;Details;
relative;;MEASURED;C1;adjective;;Details;
presently;;;C1;adverb;;Details;
ill;;BAD;C1;adjective;;Details;
somewhat;;;C1;adverb;;Details;
thereby;;;C1;adverb;;Details;
big;;SUCCESSFUL;C1;adjective;;Details;
heavenly;;;C1;adjective;;Details;
hot;;EXCITING;C1;adjective;;Details;
dead;;EXTREMELY;C1;adverb;;Details;
unaffordable;;;C1;adjective;money;Details;
uncomfortable;;EMBARRASSED;C1;adjective;people: personality;Details;
impersonal;;;C1;adjective;people: personality;Details;
unconventional;;;C1;adjective;people: personality;Details;
insignificant;;;C1;adjective;describing things;Details;
unspoiled;;;C1;adjective;describing things;Details;
unmarried;;;C1;adjective;relationships;Details;
inedible;;;C1;adjective;food and drink;Details;
inclusive;;;C1;adjective;money;Details;
insensitive;;PEOPLE;C1;adjective;people: personality;Details;
interactive;;COMMUNICATION;C1;adjective;communication;Details;
dishonestly;;;C1;adverb;people: personality;Details;
unreasonably;;;C1;adverb;people: personality;Details;
unwillingly;;;C1;adverb;people: personality;Details;
inadequate;;NOT GOOD;C1;adjective;describing things;Details;
inferior;;;C1;adjective;describing things;Details;
insecure;;WORRIED;C1;adjective;people: personality;Details;
unpleasant;;RUDE;C1;adjective;people: personality;Details;
comparable;;;C1;adjective;describing things;Details;
noticeable;;;C1;adjective;describing things;Details;
pleasurable;;;C1;adjective;describing things;Details;
portable;;;C1;adjective;describing things;Details;
reputable;;;C1;adjective;describing things;Details;
payable;;TO BE PAID;C1;adjective;money;Details;
clinical;;MEDICAL;C1;adjective;body and health;Details;
minimal;;;C1;adjective;describing things;Details;
hysterical;;;C1;adjective;people: personality;Details;
liberal;;SOCIETY;C1;adjective;people: personality;Details;
natural;;FROM BIRTH;C1;adjective;people: personality;Details;
rational;;;C1;adjective;people: personality;Details;
detached;;BUILDING;C1;adjective;homes and buildings;Details;
semi-detached;;;C1;adjective;homes and buildings;Details;
gifted;;;C1;adjective;people: personality;Details;
narrow-minded;;;C1;adjective;people: personality;Details;
open-minded;;;C1;adjective;people: personality;Details;
self-centred;;;C1;adjective;people: personality;Details;
overworked;;;C1;adjective;work;Details;
competent;;;C1;adjective;people: personality;Details;
graceful;;MOVEMENT/SHAPE;C1;adjective;describing things;Details;
respectful;;;C1;adjective;people: personality;Details;
thoughtful;;CAREFULLY CONSIDERING;C1;adjective;people: personality;Details;
compatible;;EQUIPMENT;C1;adjective;technology;Details;
genetic;;;C1;adjective;body and health;Details;
therapeutic;;HEALTH;C1;adjective;body and health;Details;
authentic;;;C1;adjective;describing things;Details;
scenic;;;C1;adjective;describing things;Details;
heroic;;BRAVE;C1;adjective;people: personality;Details;
idealistic;;;C1;adjective;people: personality;Details;
magnetic;;PERSONALITY;C1;adjective;people: personality;Details;
appalling;;BAD;C1;adjective;describing things;Details;
sparkling;;SPECIAL;C1;adjective;describing things;Details;
staggering;;;C1;adjective;describing things;Details;
frustrating;;;C1;adjective;people: personality;Details;
outgoing;;FRIENDLY;C1;adjective;people: personality;Details;
overwhelming;;;C1;adjective;people: personality;Details;
self-catering;;;C1;adjective;travel;Details;
operation;;ORGANIZATION;C1;noun;work;Details;
repetitive;;;C1;adjective;describing things;Details;
active;;VOLCANO;C1;adjective;natural world;Details;
imaginative;;PERSON;C1;adjective;people: personality;Details;
protective;;WANTING TO PROTECT;C1;adjective;people: personality;Details;
supportive;;;C1;adjective;people: personality;Details;
talkative;;;C1;adjective;people: personality;Details;
tasteless;;FOOD;C1;adjective;food and drink;Details;
restless;;NOT STILL;C1;adjective;people: personality;Details;
speechless;;;C1;adjective;people: personality;Details;
naturally;;LIFE;C1;adverb;body and health;Details;
basically;;MOSTLY;C1;adverb;communication;Details;
highly;;VERY;C1;adverb;communication;Details;
incidentally;;;C1;adverb;communication;Details;
precisely;;AGREEMENT;C1;adverb;communication;Details;
truly;;SINCERELY;C1;adverb;communication;Details;
sufficiently;;;C1;adverb;describing things;Details;
racially;;;C1;adverb;people: appearance;Details;
openly;;;C1;adverb;people: personality;Details;
reluctantly;;;C1;adverb;people: personality;Details;
rudely;;;C1;adverb;people: personality;Details;
sensibly;;;C1;adverb;people: personality;Details;
technologically;;;C1;adverb;technology;Details;
conscious;;AWAKE;C1;adjective;body and health;Details;
disastrous;;;C1;adjective;describing things;Details;
fabulous;;;C1;adjective;describing things;Details;
luxurious;;;C1;adjective;describing things;Details;
monotonous;;;C1;adjective;describing things;Details;
numerous;;;C1;adjective;describing things;Details;
simultaneous;;;C1;adjective;describing things;Details;
spacious;;;C1;adjective;describing things;Details;
tedious;;;C1;adjective;describing things;Details;
prosperous;;;C1;adjective;money;Details;
conscientious;;;C1;adjective;people: personality;Details;
courageous;;;C1;adjective;people: personality;Details;
self-conscious;;;C1;adjective;people: personality;Details;
chatty;;WRITING;C1;adjective;communication;Details;
bulky;;;C1;adjective;describing things;Details;
filthy;;DIRTY;C1;adjective;describing things;Details;
shabby;;UNTIDY;C1;adjective;describing things;Details;
stormy;;ARGUING;C1;adjective;describing things;Details;
fatty;;;C1;adjective;food and drink;Details;
rocky;;WITH ROCKS;C1;adjective;natural world;Details;
sporty;;;C1;adjective;shopping;Details;
sexual;;MALE OR FEMALE;C1;adjective;people: appearance;Details;
dry;;HAIR/SKIN;C1;adjective;body and health;Details;
dumb;;;C1;adjective;body and health;Details;
bump;;BODY;C1;noun;body and health;Details;
germ;;DISEASE;C1;noun;body and health;Details;
anyhow;;CHANGING STATEMENT;C1;adverb;communication;Details;
guideline;;;C1;noun;communication;Details;
material;;INFORMATION;C1;noun;communication;Details;
target;;CRITICISM;C1;noun;communication;Details;
abnormal;;;C1;adjective;describing things;Details;
average;;NOT EXCELLENT;C1;adjective;describing things;Details;
dull;;NOT BRIGHT;C1;adjective;describing things;Details;
fake;;;C1;adjective;describing things;Details;
good;;LARGE;C1;adjective;describing things;Details;
harsh;;TOO STRONG;C1;adjective;describing things;Details;
immense;;;C1;adjective;describing things;Details;
intense;;EXTREME;C1;adjective;describing things;Details;
middle;;NOT HIGH OR LOW;C1;adjective;describing things;Details;
mild;;SLIGHT;C1;adjective;describing things;Details;
moderate;;;C1;adjective;describing things;Details;
mundane;;;C1;adjective;describing things;Details;
scarce;;;C1;adjective;describing things;Details;
solid;;NOT LIQUID/GAS;C1;adjective;describing things;Details;
splendid;;;C1;adjective;describing things;Details;
state-of-the-art;;;C1;adjective;describing things;Details;
terrific;;LARGE/SERIOUS;C1;adjective;describing things;Details;
tranquil;;;C1;adjective;describing things;Details;
alongside;;NEXT TO;C1;adverb;describing things;Details;
beyond;;PLACE;C1;adverb;describing things;Details;
high;;AMOUNT/LEVEL;C1;adverb;describing things;Details;
little;;NOT ENOUGH;C1;adverb;describing things;Details;
this;;;C1;adverb;describing things;Details;
rare;;MEAT;C1;adjective;food and drink;Details;
stale;;;C1;adjective;food and drink;Details;
complex;;BUILDINGS;C1;noun;homes and buildings;Details;
infrastructure;;;C1;noun;homes and buildings;Details;
affluent;;;C1;adjective;money;Details;
bankrupt;;;C1;adjective;money;Details;
gross;;TOTAL;C1;adjective;money;Details;
overdrawn;;;C1;adjective;money;Details;
stock market;;;C1;noun;money;Details;
lose;;MONEY;C1;verb;money;Details;
ecology;;;C1;noun;natural world;Details;
hunt;;;C1;noun;people: actions;Details;
alert;;;C1;adjective;people: personality;Details;
anti-social;;PERSON;C1;adjective;people: personality;Details;
cool;;CALM;C1;adjective;people: personality;Details;
devastated;;;C1;adjective;people: personality;Details;
distant;;NOT FRIENDLY;C1;adjective;people: personality;Details;
????;;NOT SINCERE;C1;adjective;people: personality;Details;
genuine;;SINCERE;C1;adjective;people: personality;Details;
knowledgeable;;;C1;adjective;people: personality;Details;
low;;UNHAPPY;C1;adjective;people: personality;Details;
modest;;NOT PROUD;C1;adjective;people: personality;Details;
naive;;;C1;adjective;people: personality;Details;
noble;;GOOD;C1;adjective;people: personality;Details;
particular;;NOT EASILY SATISFIED;C1;adjective;people: personality;Details;
sincere;;HONEST;C1;adjective;people: personality;Details;
stable;;PERSON;C1;adjective;people: personality;Details;
trustworthy;;;C1;adjective;people: personality;Details;
fuss;;;C1;noun;people: personality;Details;
diplomatic;;GOVERNMENTS;C1;adjective;politics;Details;
left-wing;;;C1;adjective;politics;Details;
away;;SPORT;C1;adverb;shopping;Details;
down;;NOT WORKING;C1;adjective;technology;Details;
smart;;TECHNOLOGY;C1;adjective;technology;Details;
bound;;DIRECTION;C1;adjective;travel;Details;
aboard;;;C1;adverb;travel;Details;
board;;ORGANIZATION;C1;noun;work;Details;
recruit;;;C1;verb;work;Details;
inevitable;;;C1;adjective;;Details;
invaluable;;;C1;adjective;;Details;
unavailable;;CANNOT DO SOMETHING;C1;adjective;;Details;
unavoidable;;;C1;adjective;;Details;
undeniable;;;C1;adjective;;Details;
unthinkable;;;C1;adjective;;Details;
unprofessional;;;C1;adjective;;Details;
disadvantaged;;;C1;adjective;;Details;
disgusted;;;C1;adjective;;Details;
unjustified;;;C1;adjective;;Details;
unnoticed;;;C1;adjective;;Details;
unqualified;;;C1;adjective;;Details;
unrelated;;;C1;adjective;;Details;
unsolved;;;C1;adjective;;Details;
untouched;;;C1;adjective;;Details;
unwanted;;;C1;adjective;;Details;
insufficient;;;C1;adjective;;Details;
unhelpful;;NOT IMPROVE;C1;adjective;;Details;
reassuring;;;C1;adjective;;Details;
reproduction;;COPY;C1;noun;;Details;
unattractive;;NOT INTERESTING;C1;adjective;;Details;
unproductive;;;C1;adjective;;Details;
incredibly;;DIFFICULT TO BELIEVE;C1;adverb;;Details;
indirectly;;;C1;adverb;;Details;
inevitably;;;C1;adverb;;Details;
informally;;;C1;adverb;;Details;
uncomfortably;;;C1;adverb;;Details;
unnecessarily;;;C1;adverb;;Details;
unquestionably;;;C1;adverb;;Details;
unsuccessfully;;;C1;adverb;;Details;
imperfect;;;C1;adjective;;Details;
inappropriate;;;C1;adjective;;Details;
indirect;;NOT CONNECTED;C1;adjective;;Details;
inefficient;;;C1;adjective;;Details;
integral;;;C1;adjective;;Details;
misinform;;;C1;verb;;Details;
reproduce;;COPY;C1;verb;;Details;
uncommon;;;C1;adjective;;Details;
unforeseen;;;C1;adjective;;Details;
unpaid;;NOT PAID;C1;adjective;;Details;
unreal;;;C1;adjective;;Details;
unsafe;;DANGEROUS;C1;adjective;;Details;
untrue;;;C1;adjective;;Details;
acceptable;;ALLOWED;C1;adjective;;Details;
affordable;;;C1;adjective;;Details;
changeable;;;C1;adjective;;Details;
hospitable;;;C1;adjective;;Details;
liable;;RESPONSIBLE;C1;adjective;;Details;
notable;;;C1;adjective;;Details;
profitable;;USEFUL;C1;adjective;;Details;
renewable;;ENERGY;C1;adjective;;Details;
sustainable;;CONTINUE;C1;adjective;;Details;
analytical;;;C1;adjective;;Details;
bilingual;;;C1;adjective;;Details;
brutal;;;C1;adjective;;Details;
central;;CITY;C1;adjective;;Details;
confidential;;;C1;adjective;;Details;
electrical;;SUPPLY;C1;adjective;;Details;
horizontal;;;C1;adjective;;Details;
influential;;;C1;adjective;;Details;
municipal;;;C1;adjective;;Details;
musical;;ABILITY;C1;adjective;;Details;
nutritional;;;C1;adjective;;Details;
occasional;;;C1;adjective;;Details;
postal;;;C1;adjective;;Details;
practical;;POSSIBLE;C1;adjective;;Details;
radical;;CHANGE;C1;adjective;;Details;
sensational;;SHOCKING;C1;adjective;;Details;
statistical;;;C1;adjective;;Details;
dominant;;IMPORTANT;C1;adjective;;Details;
reluctant;;;C1;adjective;;Details;
tolerant;;;C1;adjective;;Details;
accepted;;;C1;adjective;;Details;
acclaimed;;;C1;adjective;;Details;
alleged;;;C1;adjective;;Details;
biased;;;C1;adjective;;Details;
frustrated;;;C1;adjective;;Details;
furnished;;;C1;adjective;;Details;
genetically modified;;;C1;adjective;;Details;
honoured;;;C1;adjective;;Details;
industrialized;;;C1;adjective;;Details;
isolated;;FAR AWAY;C1;adjective;;Details;
overcrowded;;;C1;adjective;;Details;
prejudiced;;;C1;adjective;;Details;
privileged;;ADVANTAGE;C1;adjective;;Details;
prolonged;;;C1;adjective;;Details;
restricted;;;C1;adjective;;Details;
troubled;;;C1;adjective;;Details;
non-existent;;;C1;adjective;;Details;
fruitful;;;C1;adjective;;Details;
shameful;;;C1;adjective;;Details;
skilful;;DONE WELL;C1;adjective;;Details;
thankful;;;C1;adjective;;Details;
edible;;;C1;adjective;;Details;
eligible;;;C1;adjective;;Details;
feasible;;;C1;adjective;;Details;
chaotic;;;C1;adjective;;Details;
ethnic;;;C1;adjective;;Details;
linguistic;;;C1;adjective;;Details;
problematic;;;C1;adjective;;Details;
specific;;EXACT;C1;adjective;;Details;
strategic;;;C1;adjective;;Details;
alarming;;;C1;adjective;;Details;
convincing;;;C1;adjective;;Details;
forthcoming;;OFFERED;C1;adjective;;Details;
gripping;;;C1;adjective;;Details;
never-ending;;;C1;adjective;;Details;
opening;;;C1;adjective;;Details;
promising;;;C1;adjective;;Details;
refreshing;;DIFFERENT;C1;adjective;;Details;
rewarding;;;C1;adjective;;Details;
soaring;;;C1;adjective;;Details;
time-consuming;;;C1;adjective;;Details;
upcoming;;;C1;adjective;;Details;
rating;;;C1;noun;;Details;
fascination;;;C1;noun;;Details;
promotion;;ENCOURAGE;C1;noun;;Details;
diversity;;;C1;noun;;Details;
addictive;;;C1;adjective;;Details;
administrative;;;C1;adjective;;Details;
aggressive;;DETERMINED;C1;adjective;;Details;
comparative;;;C1;adjective;;Details;
comprehensive;;;C1;adjective;;Details;
conservative;;;C1;adjective;;Details;
constructive;;;C1;adjective;;Details;
decisive;;AFFECTING;C1;adjective;;Details;
distinctive;;;C1;adjective;;Details;
excessive;;;C1;adjective;;Details;
exclusive;;NOT SHARED;C1;adjective;;Details;
exhaustive;;;C1;adjective;;Details;
informative;;;C1;adjective;;Details;
innovative;;;C1;adjective;;Details;
persuasive;;;C1;adjective;;Details;
primitive;;NOT DEVELOPED;C1;adjective;;Details;
progressive;;GRADUAL;C1;adjective;;Details;
selective;;;C1;adjective;;Details;
subjective;;;C1;adjective;;Details;
countless;;;C1;adjective;;Details;
helpless;;;C1;adjective;;Details;
homeless;;;C1;adjective;;Details;
pointless;;;C1;adjective;;Details;
priceless;;IMPORTANT;C1;adjective;;Details;
broadly;;;C1;adverb;;Details;
closely;;VERY NEAR;C1;adverb;;Details;
commonly;;;C1;adverb;;Details;
comprehensively;;;C1;adverb;;Details;
continually;;;C1;adverb;;Details;
easily;;LIKELY;C1;adverb;;Details;
equally;;SAME AMOUNTS;C1;adverb;;Details;
exclusively;;;C1;adverb;;Details;
formally;;OFFICIALLY;C1;adverb;;Details;
happily;;LUCKY;C1;adverb;;Details;
historically;;;C1;adverb;;Details;
hourly;;;C1;adverb;;Details;
immediately;;NEXT TO;C1;adverb;;Details;
immensely;;;C1;adverb;;Details;
inappropriately;;;C1;adverb;;Details;
individually;;;C1;adverb;;Details;
intensively;;;C1;adverb;;Details;
interestingly;;;C1;adverb;;Details;
internally;;;C1;adverb;;Details;
jointly;;;C1;adverb;;Details;
lightly;;NOT MUCH;C1;adverb;;Details;
likely;;;C1;adverb;;Details;
magnificently;;;C1;adverb;;Details;
modestly;;BY SMALL AMOUNT;C1;adverb;;Details;
mysteriously;;;C1;adverb;;Details;
neatly;;;C1;adverb;;Details;
notably;;;C1;adverb;;Details;
noticeably;;;C1;adverb;;Details;
objectively;;;C1;adverb;;Details;
officially;;;C1;adverb;;Details;
partially;;;C1;adverb;;Details;
publicly;;;C1;adverb;;Details;
purely;;;C1;adverb;;Details;
radically;;;C1;adverb;;Details;
randomly;;;C1;adverb;;Details;
realistically;;SEEM REAL;C1;adverb;;Details;
remarkably;;;C1;adverb;;Details;
repeatedly;;;C1;adverb;;Details;
respectively;;;C1;adverb;;Details;
satisfactorily;;;C1;adverb;;Details;
seemingly;;;C1;adverb;;Details;
similarly;;;C1;adverb;;Details;
sincerely;;EMPHASIS;C1;adverb;;Details;
solely;;;C1;adverb;;Details;
specifically;;PARTICULAR PURPOSE;C1;adverb;;Details;
subsequently;;;C1;adverb;;Details;
substantially;;;C1;adverb;;Details;
supposedly;;;C1;adverb;;Details;
technically;;SCIENCE/INDUSTRY;C1;adverb;;Details;
thankfully;;;C1;adverb;;Details;
ultimately;;FINALLY;C1;adverb;;Details;
understandably;;;C1;adverb;;Details;
universally;;;C1;adverb;;Details;
generous;;LARGE;C1;adjective;;Details;
hilarious;;;C1;adjective;;Details;
humorous;;;C1;adjective;;Details;
notorious;;;C1;adjective;;Details;
nutritious;;;C1;adjective;;Details;
prestigious;;;C1;adjective;;Details;
rebellious;;;C1;adjective;;Details;
membership;;PEOPLE;C1;noun;;Details;
bloody;;VIOLENT;C1;adjective;;Details;
chilly;;;C1;adjective;;Details;
grumpy;;;C1;adjective;;Details;
lengthy;;;C1;adjective;;Details;
sleepy;;PLACE;C1;adjective;;Details;
slippery;;;C1;adjective;;Details;
adult;;NOT A CHILD;C1;adjective;;Details;
ample;;;C1;adjective;;Details;
apparent;;SEEMS TRUE;C1;adjective;;Details;
bad;;PAINFUL;C1;adjective;;Details;
cheap;;LOW QUALITY;C1;adjective;;Details;
civil;;;C1;adjective;;Details;
clear;;NOT BLOCKED;C1;adjective;;Details;
close;;SIMILAR;C1;adjective;;Details;
common;;ORDINARY;C1;adjective;;Details;
concrete;;CERTAIN;C1;adjective;;Details;
considerate;;;C1;adjective;;Details;
continual;;;C1;adjective;;Details;
corporate;;;C1;adjective;;Details;
cosmopolitan;;;C1;adjective;;Details;
customary;;;C1;adjective;;Details;
cutting-edge;;;C1;adjective;;Details;
dark;;BAD;C1;adjective;;Details;
day-to-day;;;C1;adjective;;Details;
dedicated;;GIVING TIME/ENERGY;C1;adjective;;Details;
delicate;;NEEDING CARE;C1;adjective;;Details;
deprived;;;C1;adjective;;Details;
deserted;;;C1;adjective;;Details;
devastating;;SHOCKING;C1;adjective;;Details;
distinct;;DIFFERENT;C1;adjective;;Details;
distressed;;;C1;adjective;;Details;
down-to-earth;;;C1;adjective;;Details;
downward;;;C1;adjective;;Details;
drastic;;;C1;adjective;;Details;
dual;;;C1;adjective;;Details;
empty;;NO MEANING;C1;adjective;;Details;
excess;;;C1;adjective;;Details;
extinct;;;C1;adjective;;Details;
feminine;;;C1;adjective;;Details;
formal;;STUDY;C1;adjective;;Details;
foul;;UNPLEASANT;C1;adjective;;Details;
fresh;;NOT TIRED;C1;adjective;;Details;
gentle;;SLOPE;C1;adjective;;Details;
grand;;;C1;adjective;;Details;
grey;;BORING;C1;adjective;;Details;
hard;;UNPLEASANT;C1;adjective;;Details;
hectic;;;C1;adjective;;Details;
holy;;;C1;adjective;;Details;
hostile;;UNFRIENDLY;C1;adjective;;Details;
imaginary;;;C1;adjective;;Details;
immediate;;CLOSEST;C1;adjective;;Details;
just;;;C1;adjective;;Details;
justified;;;C1;adjective;;Details;
juvenile;;;C1;adjective;;Details;
keen;;VERY GOOD;C1;adjective;;Details;
legendary;;FAMOUS;C1;adjective;;Details;
long-time;;;C1;adjective;;Details;
lost;;NEW SITUATION;C1;adjective;;Details;
masculine;;;C1;adjective;;Details;
mass;;;C1;adjective;;Details;
middle-class;;;C1;adjective;;Details;
mistaken;;;C1;adjective;;Details;
moral;;GOOD BEHAVIOUR;C1;adjective;;Details;
multiple;;;C1;adjective;;Details;
mutual;;OPINION;C1;adjective;;Details;
naked;;NOT HIDDEN;C1;adjective;;Details;
neutral;;INDEPENDENT;C1;adjective;;Details;
obese;;;C1;adjective;;Details;
obligatory;;COMPULSORY;C1;adjective;;Details;
obsolete;;;C1;adjective;;Details;
outside;;DIFFERENT ORGANIZATION;C1;adjective;;Details;
preliminary;;;C1;adjective;;Details;
prior;;BEFORE;C1;adjective;;Details;
prominent;;IMPORTANT;C1;adjective;;Details;
random;;CHANCE;C1;adjective;;Details;
resident;;;C1;adjective;;Details;
respective;;;C1;adjective;;Details;
rough;;DANGEROUS;C1;adjective;;Details;
sacred;;HOLY;C1;adjective;;Details;
safe;;WITHOUT RISK;C1;adjective;;Details;
secure;;COMPUTER;C1;adjective;;Details;
sharp;;CLEAR;C1;adjective;;Details;
sheer;;EXTREME;C1;adjective;;Details;
smooth;;PROCESS;C1;adjective;;Details;
sole;;;C1;adjective;;Details;
steady;;NOT CHANGING;C1;adjective;;Details;
steep;;LARGE;C1;adjective;;Details;
stuck;;NOT CONTINUE;C1;adjective;;Details;
subsequent;;;C1;adjective;;Details;
through;;;C1;adjective;;Details;
ultimate;;FINAL;C1;adjective;;Details;
underpaid;;;C1;adjective;;Details;
behind;;SLOWER;C1;adverb;;Details;
between;;SPACE;C1;adverb;;Details;
downwards;;;C1;adverb;;Details;
