Base Word;Translate (uzbek);Guideword;Level;Part of Speech;Topic;Details;
divide;;SEPARATE;B1;verb;people: actions;Details;
explore;;LOOK AROUND;B1;verb;people: actions;Details;
face;;DIRECTION;B1;verb;people: actions;Details;
fasten;;CLOSE/FIX;B1;verb;people: actions;Details;
fold;;;B1;verb;people: actions;Details;
grab;;TAKE WITH HAND;B1;verb;people: actions;Details;
hang;;FASTEN;B1;verb;people: actions;Details;
lead;;SHOW WAY;B1;verb;people: actions;Details;
light;;START FLAMES;B1;verb;people: actions;Details;
lock;;WITH KEY;B1;verb;people: actions;Details;
manage;;SUCCEED;B1;verb;people: actions;Details;
plan;;DECIDE;B1;verb;people: actions;Details;
press;;PUSH;B1;verb;people: actions;Details;
protect;;;B1;verb;people: actions;Details;
shake;;SMALL MOVEMENTS;B1;verb;people: actions;Details;
shoot;;WEAPON;B1;verb;people: actions;Details;
haircut;;;B1;noun;people: appearance;Details;
lady;;;B1;noun;people: appearance;Details;
moustache;;;B1;noun;people: appearance;Details;
beauty;;BEING BEAUTIFUL;B1;noun;people: appearance;Details;
sex;;MALE OR FEMALE;B1;noun;people: appearance;Details;
childhood;;;B1;noun;people: appearance;Details;
cream;;FOR SKIN;B1;noun;people: appearance;Details;
grow;;HAIR;B1;verb;people: appearance;Details;
shave;;;B1;verb;people: appearance;Details;
background;;EXPERIENCE;B1;noun;people: personality;Details;
dream;;HOPE;B1;noun;people: personality;Details;
experience;;SOMETHING THAT HAPPENS TO YOU;B1;noun;people: personality;Details;
favourite;;LIKED BEST;B1;noun;people: personality;Details;
fool;;PERSON;B1;noun;people: personality;Details;
head;;MIND;B1;noun;people: personality;Details;
idea;;OPINION;B1;noun;people: personality;Details;
mind;;THINKING;B1;noun;people: personality;Details;
peace;;CALM;B1;noun;people: personality;Details;
pleasure;;FEELING;B1;noun;people: personality;Details;
respect;;ADMIRATION;B1;noun;people: personality;Details;
attitude;;;B1;noun;people: personality;Details;
doubt;;NOT CERTAIN;B1;noun;people: personality;Details;
fear;;BAD FEELING;B1;noun;people: personality;Details;
heart;;EMOTIONS;B1;noun;people: personality;Details;
hope;;;B1;noun;people: personality;Details;
memory;;ABILITY TO REMEMBER;B1;noun;people: personality;Details;
mood;;WAY YOU FEEL;B1;noun;people: personality;Details;
shock;;SURPRISE;B1;noun;people: personality;Details;
skill;;;B1;noun;people: personality;Details;
sense;;FEELING;B1;noun;people: personality;Details;
care;;LOVE;B1;verb;people: personality;Details;
annoy;;;B1;verb;people: personality;Details;
attract;;ENCOURAGE INTEREST;B1;verb;people: personality;Details;
disappoint;;;B1;verb;people: personality;Details;
fancy;;WANT;B1;verb;people: personality;Details;
interest;;;B1;verb;people: personality;Details;
regret;;BAD DECISION;B1;verb;people: personality;Details;
feel;;THINK/HAVE OPINION;B1;verb;people: personality;Details;
hurt;;EMOTION;B1;verb;people: personality;Details;
judge;;DEVELOP OPINION;B1;verb;people: personality;Details;
please;;MAKE HAPPY;B1;verb;people: personality;Details;
relax;;BECOME HAPPY;B1;verb;people: personality;Details;
president;;;B1;noun;politics;Details;
politics;;;B1;noun;politics;Details;
anniversary;;;B1;noun;relationships;Details;
bride;;;B1;noun;relationships;Details;
ceremony;;;B1;noun;relationships;Details;
enemy;;PERSON;B1;noun;relationships;Details;
girlfriend;;FRIEND;B1;noun;relationships;Details;
groom;;;B1;noun;relationships;Details;
love;;PERSON;B1;noun;relationships;Details;
nephew;;;B1;noun;relationships;Details;
niece;;;B1;noun;relationships;Details;
divorce;;;B1;noun;relationships;Details;
marriage;;;B1;noun;relationships;Details;
romance;;;B1;noun;relationships;Details;
celebrate;;;B1;verb;relationships;Details;
leave;;END RELATIONSHIP;B1;verb;relationships;Details;
basket;;;B1;noun;shopping;Details;
captain;;SPORTS;B1;noun;shopping;Details;
chain;;BUSINESS;B1;noun;shopping;Details;
champion;;WINNER;B1;noun;shopping;Details;
checkout;;SHOP;B1;noun;shopping;Details;
contest;;;B1;noun;shopping;Details;
course;;SPORTS AREA;B1;noun;shopping;Details;
court;;SPORT;B1;noun;shopping;Details;
cup;;SPORT;B1;noun;shopping;Details;
defeat;;LOSING;B1;noun;shopping;Details;
field;;SPORTS GROUND;B1;noun;shopping;Details;
final;;;B1;noun;shopping;Details;
go;;OPPORTUNITY;B1;noun;shopping;Details;
league;;;B1;noun;shopping;Details;
net;;OBJECT;B1;noun;shopping;Details;
product;;;B1;noun;shopping;Details;
score;;;B1;noun;shopping;Details;
ski;;;B1;noun;shopping;Details;
snowboard;;;B1;noun;shopping;Details;
athletics;;;B1;noun;shopping;Details;
gymnastics;;;B1;noun;shopping;Details;
ice hockey;;;B1;noun;shopping;Details;
leisure;;;B1;noun;shopping;Details;
pool;;GAME;B1;noun;shopping;Details;
service;;DEALING WITH CUSTOMER;B1;noun;shopping;Details;
attack;;SPORT;B1;noun;shopping;Details;
defence;;SPORT;B1;noun;shopping;Details;
extreme sports;;;B1;noun;shopping;Details;
goods;;;B1;noun;shopping;Details;
lose;;NOT WIN;B1;verb;shopping;Details;
disk;;;B1;noun;technology;Details;
document;;ON COMPUTER;B1;noun;technology;Details;
download;;;B1;noun;technology;Details;
drive;;COMPUTER;B1;noun;technology;Details;
folder;;ON COMPUTER;B1;noun;technology;Details;
link;;COMPUTER;B1;noun;technology;Details;
message board;;;B1;noun;technology;Details;
password;;;B1;noun;technology;Details;
plug;;ELECTRICAL OBJECT;B1;noun;technology;Details;
pump;;;B1;noun;technology;Details;
remote control;;;B1;noun;technology;Details;
access;;RIGHT/OPPORTUNITY;B1;noun;technology;Details;
dot;;INTERNET;B1;noun;technology;Details;
hardware;;;B1;noun;technology;Details;
power;;ELECTRICITY;B1;noun;technology;Details;
radio;;SYSTEM;B1;noun;technology;Details;
return;;COMPUTER;B1;noun;technology;Details;
CD-ROM;;;B1;noun;technology;Details;
boot;;CAR;B1;noun;travel;Details;
brake;;;B1;noun;travel;Details;
cab;;;B1;noun;travel;Details;
cabin;;AIRCRAFT;B1;noun;travel;Details;
campsite;;;B1;noun;travel;Details;
check-in (desk);;;B1;noun;travel;Details;
check-in (counter);;;B1;noun;travel;Details;
crash;;VEHICLE;B1;noun;travel;Details;
cruise;;;B1;noun;travel;Details;
ferry;;;B1;noun;travel;Details;
garage;;BUSINESS;B1;noun;travel;Details;
gate;;AIRPORT;B1;noun;travel;Details;
harbour;;;B1;noun;travel;Details;
jet;;;B1;noun;travel;Details;
lorry;;;B1;noun;travel;Details;
pavement;;;B1;noun;travel;Details;
pocket;;IN BAG;B1;noun;travel;Details;
resort;;HOLIDAY;B1;noun;travel;Details;
ride;;VEHICLE;B1;noun;travel;Details;
route;;ROADS;B1;noun;travel;Details;
single;;;B1;noun;travel;Details;
baggage;;CASES;B1;noun;travel;Details;
customs;;;B1;noun;travel;Details;
public transport;;;B1;noun;travel;Details;
rail;;TRAINS;B1;noun;travel;Details;
camp;;TENTS/BUILDINGS;B1;noun;travel;Details;
departure;;LEAVING;B1;noun;travel;Details;
port;;;B1;noun;travel;Details;
sail;;TRAVEL ON BOAT;B1;verb;travel;Details;
reach;;ARRIVE;B1;verb;travel;Details;
board;;;B1;verb;travel;Details;
agency;;BUSINESS;B1;noun;work;Details;
architect;;;B1;noun;work;Details;
career;;JOB;B1;noun;work;Details;
employee;;;B1;noun;work;Details;
firm;;;B1;noun;work;Details;
guard;;PERSON WHO PROTECTS;B1;noun;work;Details;
industry;;TYPE OF BUSINESS;B1;noun;work;Details;
model;;PERSON;B1;noun;work;Details;
profession;;WORK;B1;noun;work;Details;
business;;WORK;B1;noun;work;Details;
retire;;;B1;verb;work;Details;
cancer;;;B1;noun;body and health;Details;
murder;;;B1;noun;crime;Details;
bacon;;;B1;noun;food and drink;Details;
pork;;;B1;noun;food and drink;Details;
bomb;;;B1;verb;people: actions;Details;
priest;;;B1;noun;work;Details;
recycling;;;B1;noun;;Details;
disadvantage;;MAKING DIFFICULT;B1;noun;;Details;
disappear;;NOT SEE;B1;verb;;Details;
refund;;;B1;noun;;Details;
review;;;B1;noun;;Details;
rebuild;;BUILD AGAIN;B1;verb;;Details;
recycle;;;B1;verb;;Details;
arrival;;;B1;noun;;Details;
importance;;;B1;noun;;Details;
difference;;AMOUNT;B1;noun;;Details;
baker;;;B1;noun;;Details;
blogger;;;B1;noun;;Details;
border;;;B1;noun;;Details;
butcher;;;B1;noun;;Details;
buyer;;;B1;noun;;Details;
designer;;;B1;noun;;Details;
foreigner;;;B1;noun;;Details;
hairdresser;;;B1;noun;;Details;
hairdryer;;;B1;noun;;Details;
lawyer;;;B1;noun;;Details;
lighter;;;B1;noun;;Details;
monster;;CREATURE;B1;noun;;Details;
owner;;;B1;noun;;Details;
reporter;;;B1;noun;;Details;
rider;;;B1;noun;;Details;
seller;;;B1;noun;;Details;
engineering;;;B1;noun;;Details;
jogging;;;B1;noun;;Details;
ambition;;HOPE;B1;noun;;Details;
application;;REQUEST;B1;noun;;Details;
attraction;;THING TO SEE OR DO;B1;noun;;Details;
collection;;OBJECTS;B1;noun;;Details;
composition;;WRITING;B1;noun;;Details;
conclusion;;JUDGMENT;B1;noun;;Details;
direction;;WAY;B1;noun;;Details;
generation;;PEOPLE;B1;noun;;Details;
location;;PLACE;B1;noun;;Details;
occasion;;SPECIAL TIME;B1;noun;;Details;
situation;;;B1;noun;;Details;
accommodation;;;B1;noun;;Details;
attention;;NOTICE;B1;noun;;Details;
relaxation;;;B1;noun;;Details;
connection;;JOINING THINGS;B1;noun;;Details;
correction;;;B1;noun;;Details;
invention;;;B1;noun;;Details;
population;;NUMBER;B1;noun;;Details;
reception;;HOTEL/OFFICE;B1;noun;;Details;
chemist;;SCIENCE;B1;noun;;Details;
guitarist;;;B1;noun;;Details;
journalist;;;B1;noun;;Details;
scientist;;;B1;noun;;Details;
celebrity;;;B1;noun;;Details;
quality;;GOOD;B1;noun;;Details;
ability;;;B1;noun;;Details;
charity;;ORGANIZATION;B1;noun;;Details;
opportunity;;CHANCE;B1;noun;;Details;
possibility;;MAY HAPPEN/BE TRUE;B1;noun;;Details;
recognize;;KNOW;B1;verb;;Details;
improvement;;CHANGE;B1;noun;;Details;
announcement;;;B1;noun;;Details;
author;;;B1;noun;;Details;
calculator;;;B1;noun;;Details;
professor;;;B1;noun;;Details;
sailor;;;B1;noun;;Details;
membership;;BELONGING;B1;noun;;Details;
difficulty;;NOT EASY;B1;noun;;Details;
killing;;;B1;noun;;Details;
accountant;;;B1;noun;;Details;
age;;PERIOD;B1;noun;;Details;
aim;;;B1;noun;;Details;
airline;;;B1;noun;;Details;
answer;;SOLUTION;B1;noun;;Details;
antique;;;B1;noun;;Details;
athlete;;;B1;noun;;Details;
backpack;;;B1;noun;;Details;
bell;;ELECTRICAL OBJECT;B1;noun;;Details;
blog;;;B1;noun;;Details;
book;;FOR WRITING;B1;noun;;Details;
break;;HOLIDAY;B1;noun;;Details;
bucket;;;B1;noun;;Details;
canal;;;B1;noun;;Details;
case;;SITUATION;B1;noun;;Details;
cashpoint;;;B1;noun;;Details;
chance;;OPPORTUNITY;B1;noun;;Details;
clinic;;;B1;noun;;Details;
coach;;PERSON;B1;noun;;Details;
contract;;;B1;noun;;Details;
copy;;MADE THE SAME;B1;noun;;Details;
count noun;;;B1;noun;;Details;
cover;;BOOK;B1;noun;;Details;
crop;;;B1;noun;;Details;
cross;;RELIGION;B1;noun;;Details;
CV;;;B1;noun;;Details;
dance;;STEPS;B1;noun;;Details;
danger;;THREAT;B1;noun;;Details;
definite article;;;B1;noun;;Details;
deposit;;BUYING;B1;noun;;Details;
detail;;FACT;B1;noun;;Details;
detective;;;B1;noun;;Details;
disc jockey;;;B1;noun;;Details;
DJ;;;B1;noun;;Details;
edge;;OUTER POINT;B1;noun;;Details;
embassy;;;B1;noun;;Details;
essay;;;B1;noun;;Details;
event;;HAPPENING;B1;noun;;Details;
expert;;;B1;noun;;Details;
fair;;EVENT;B1;noun;;Details;
fan;;MACHINE/OBJECT;B1;noun;;Details;
fare;;;B1;noun;;Details;
favour;;HELP;B1;noun;;Details;
fifth;;;B1;noun;;Details;
film-maker;;;B1;noun;;Details;
fine;;;B1;noun;;Details;
fire;;NATURAL HEAT;B1;noun;;Details;
firework;;;B1;noun;;Details;
flag;;;B1;noun;;Details;
floor;;AREA;B1;noun;;Details;
fountain;;;B1;noun;;Details;
gap;;SPACE;B1;noun;;Details;
goal;;AIM;B1;noun;;Details;
ground;;AREA OF LAND;B1;noun;;Details;
guide;;BOOK;B1;noun;;Details;
gun;;;B1;noun;;Details;
handkerchief;;;B1;noun;;Details;
herb;;;B1;noun;;Details;
hole;;;B1;noun;;Details;
honeymoon;;;B1;noun;;Details;
hostel;;;B1;noun;;Details;
indefinite article;;;B1;noun;;Details;
infinitive;;;B1;noun;;Details;
item;;PART OF SET;B1;noun;;Details;
jar;;;B1;noun;;Details;
jug;;;B1;noun;;Details;
key;;METHOD;B1;noun;;Details;
kit;;COLLECTION;B1;noun;;Details;
lecture;;;B1;noun;;Details;
lottery;;;B1;noun;;Details;
mall;;;B1;noun;;Details;
method;;;B1;noun;;Details;
modal (verb);;;B1;noun;;Details;
moment;;POINT IN TIME;B1;noun;;Details;
musician;;;B1;noun;;Details;
neighbourhood;;;B1;noun;;Details;
nightclub;;;B1;noun;;Details;
nightmare;;BAD EXPERIENCE;B1;noun;;Details;
noticeboard;;;B1;noun;;Details;
object;;THING;B1;noun;;Details;
olive;;;B1;noun;;Details;
opinion;;OF PERSON;B1;noun;;Details;
opposite;;;B1;noun;;Details;
option;;CHOICE;B1;noun;;Details;
packet;;;B1;noun;;Details;
parcel;;;B1;noun;;Details;
pedestrian;;;B1;noun;;Details;
pharmacy;;;B1;noun;;Details;
phrasal verb;;;B1;noun;;Details;
pipe;;;B1;noun;;Details;
politician;;;B1;noun;;Details;
postman;;;B1;noun;;Details;
preposition;;;B1;noun;;Details;
prescription;;;B1;noun;;Details;
prince;;;B1;noun;;Details;
princess;;;B1;noun;;Details;
pronoun;;;B1;noun;;Details;
purpose;;REASON;B1;noun;;Details;
queue;;;B1;noun;;Details;
range;;OF THINGS;B1;noun;;Details;
result;;INFORMATION;B1;noun;;Details;
reward;;SOMETHING GOOD;B1;noun;;Details;
robot;;;B1;noun;;Details;
run;;MOVE FAST;B1;noun;;Details;
salesman;;;B1;noun;;Details;
saleswoman;;;B1;noun;;Details;
secret;;NOT TELL;B1;noun;;Details;
section;;;B1;noun;;Details;
session;;;B1;noun;;Details;
signpost;;;B1;noun;;Details;
site;;PLACE;B1;noun;;Details;
sleep;;PERIOD OF SLEEPING;B1;noun;;Details;
smile;;;B1;noun;;Details;
behaviour;;;B1;noun;;Details;
common sense;;;B1;noun;;Details;
cotton;;;B1;noun;;Details;
dirt;;;B1;noun;;Details;
diving;;;B1;noun;;Details;
dust;;;B1;noun;;Details;
economics;;;B1;noun;;Details;
energy;;STRENGTH;B1;noun;;Details;
entrance;;RIGHT;B1;noun;;Details;
fashion;;BUSINESS;B1;noun;;Details;
handball;;;B1;noun;;Details;
law;;SUBJECT;B1;noun;;Details;
luxury;;COMFORT;B1;noun;;Details;
medicine;;TREATMENT;B1;noun;;Details;
nightlife;;;B1;noun;;Details;
northeast;;;B1;noun;;Details;
northwest;;;B1;noun;;Details;
order;;ARRANGEMENT;B1;noun;;Details;
pay;;;B1;noun;;Details;
permission;;;B1;noun;;Details;
progress;;IMPROVEMENT;B1;noun;;Details;
property;;THINGS OWNED;B1;noun;;Details;
research;;;B1;noun;;Details;
room;;SPACE;B1;noun;;Details;
rubbish;;WASTE;B1;noun;;Details;
side;;NEXT TO;B1;noun;;Details;
silence;;NO SOUND;B1;noun;;Details;
silk;;;B1;noun;;Details;
smoke;;;B1;noun;;Details;
advantage;;USEFUL THING;B1;noun;;Details;
battle;;WAR;B1;noun;;Details;
benefit;;;B1;noun;;Details;
challenge;;DIFFICULT;B1;noun;;Details;
charge;;MONEY;B1;noun;;Details;
cod;;;B1;noun;;Details;
custom;;;B1;noun;;Details;
death;;END OF LIFE;B1;noun;;Details;
decrease;;;B1;noun;;Details;
duty;;RIGHT THING TO DO;B1;noun;;Details;
effect;;RESULT;B1;noun;;Details;
emergency;;;B1;noun;;Details;
fuel;;;B1;noun;;Details;
jail;;;B1;noun;;Details;
lamb;;;B1;noun;;Details;
liquid;;;B1;noun;;Details;
mystery;;;B1;noun;;Details;
powder;;;B1;noun;;Details;
prison;;;B1;noun;;Details;
religion;;;B1;noun;;Details;
repair;;THING FIXED;B1;noun;;Details;
salary;;;B1;noun;;Details;
salmon;;;B1;noun;;Details;
shadow;;NO LIGHT;B1;noun;;Details;
atmosphere;;FEELING;B1;noun;;Details;
mix;;;B1;noun;;Details;
appear;;BE SEEN;B1;verb;;Details;
apply;;REQUEST;B1;verb;;Details;
compete;;SPORT;B1;verb;;Details;
concentrate;;THINK CAREFULLY;B1;verb;;Details;
cycle;;;B1;verb;;Details;
dive;;ENTER WATER;B1;verb;;Details;
exist;;BE REAL;B1;verb;;Details;
fall;;BECOME LOWER;B1;verb;;Details;
float;;MOVE IN AIR;B1;verb;;Details;
flow;;;B1;verb;;Details;
hitchhike;;;B1;verb;;Details;
live;;BE ALIVE;B1;verb;;Details;
operate;;TREATMENT;B1;verb;;Details;
shine;;PRODUCE LIGHT;B1;verb;;Details;
shop;;;B1;verb;;Details;
skate;;;B1;verb;;Details;
accompany;;GO WITH;B1;verb;;Details;
admire;;LOOK AT;B1;verb;;Details;
allow;;GIVE PERMISSION;B1;verb;;Details;
comb;;;B1;verb;;Details;
contain;;INSIDE;B1;verb;;Details;
declare;;STATE VALUE/AMOUNT;B1;verb;;Details;
delay;;CAUSE LATENESS;B1;verb;;Details;
delete;;;B1;verb;;Details;
deserve;;;B1;verb;;Details;
direct;;ROUTE;B1;verb;;Details;
drag;;COMPUTER;B1;verb;;Details;
employ;;JOB;B1;verb;;Details;
enter;;INFORMATION;B1;verb;;Details;
expect;;THINK;B1;verb;;Details;
fax;;;B1;verb;;Details;
feed;;GIVE FOOD;B1;verb;;Details;
fill;;TAKE SPACE;B1;verb;;Details;
find;;BECOME AWARE;B1;verb;;Details;
forget;;STOP THINKING;B1;verb;;Details;
gain;;INCREASE;B1;verb;;Details;
have;;CAUSE;B1;verb;;Details;
hire;;RENT;B1;verb;;Details;
injure;;;B1;verb;;Details;
intend;;HAVE PLAN;B1;verb;;Details;
introduce;;MEETING PEOPLE;B1;verb;;Details;
involve;;NECESSARY PART;B1;verb;;Details;
keep;;DELAY;B1;verb;;Details;
let;;ALLOW;B1;verb;;Details;
need;;MUST BE DONE;B1;verb;;Details;
open;;COMPUTERS;B1;verb;;Details;
own;;;B1;verb;;Details;
plant;;TREES/FLOWERS, ETC.;B1;verb;;Details;
play;;ACT;B1;verb;;Details;
post;;WEBSITE;B1;verb;;Details;
punish;;;B1;verb;;Details;
reduce;;;B1;verb;;Details;
rent;;RECEIVE MONEY;B1;verb;;Details;
require;;NEED;B1;verb;;Details;
reserve;;ARRANGE TO HAVE;B1;verb;;Details;
rob;;STEAL;B1;verb;;Details;
serve;;SHOP;B1;verb;;Details;
accept;;AGREE TO TAKE;B1;verb;;Details;
agree;;DECIDE;B1;verb;;Details;
bite;;;B1;verb;;Details;
compare;;EXAMINE DIFFERENCES;B1;verb;;Details;
consider;;THINK CAREFULLY;B1;verb;;Details;
dial;;;B1;verb;;Details;
entertain;;;B1;verb;;Details;
exercise;;PHYSICAL ACTIVITY;B1;verb;;Details;
exit;;;B1;verb;;Details;
explode;;;B1;verb;;Details;
film;;;B1;verb;;Details;
fit;;CORRECT SIZE;B1;verb;;Details;
hunt;;CHASE;B1;verb;;Details;
knit;;;B1;verb;;Details;
marry;;;B1;verb;;Details;
match;;BE THE SAME;B1;verb;;Details;
perform;;ENTERTAIN;B1;verb;;Details;
race;;COMPETITION;B1;verb;;Details;
revise;;STUDY;B1;verb;;Details;
see;;UNDERSTAND;B1;verb;;Details;
sew;;;B1;verb;;Details;
share;;FEELING/EXPERIENCE, ETC.;B1;verb;;Details;
sink;;GO DOWN BELOW;B1;verb;;Details;
air force;;;B1;noun;;Details;
angel;;;B1;noun;;Details;
barman;;;B1;noun;;Details;
ghost;;;B1;noun;;Details;
incredible;;VERY GOOD;B1;adjective;describing things;Details;
scary;;;B1;adjective;people: personality;Details;
frozen;;PERSON;B1;adjective;body and health;Details;
sir;;FORM OF ADDRESS;B1;noun;communication;Details;
pretty;;QUITE;B1;adverb;communication;Details;
mad;;CRAZY;B1;adjective;people: personality;Details;
irregular;;GRAMMAR;B1;adjective;;Details;
disabled;;;B1;adjective;body and health;Details;
recycled;;;B1;adjective;natural world;Details;
acceptable;;GOOD ENOUGH;B1;adjective;describing things;Details;
reasonable;;BIG ENOUGH;B1;adjective;describing things;Details;
comfortable;;PERSON;B1;adjective;people: personality;Details;
enjoyable;;;B1;adjective;people: personality;Details;
reliable;;;B1;adjective;people: personality;Details;
cultural;;ARTS;B1;adjective;arts and media;Details;
financial;;;B1;adjective;money;Details;
environmental;;;B1;adjective;natural world;Details;
professional;;SKILL;B1;adjective;people: personality;Details;
political;;;B1;adjective;politics;Details;
digital;;DISPLAY;B1;adjective;technology;Details;
electrical;;USING ELECTRICITY;B1;adjective;technology;Details;
animated;;FILM;B1;adjective;arts and media;Details;
engaged;;IN USE;B1;adjective;communication;Details;
advanced;;MODERN;B1;adjective;describing things;Details;
damaged;;;B1;adjective;describing things;Details;
limited;;SMALL;B1;adjective;describing things;Details;
old-fashioned;;;B1;adjective;describing things;Details;
middle-aged;;;B1;adjective;people: appearance;Details;
amazed;;;B1;adjective;people: personality;Details;
annoyed;;;B1;adjective;people: personality;Details;
ashamed;;EMBARRASSED;B1;adjective;people: personality;Details;
confused;;NOT UNDERSTAND;B1;adjective;people: personality;Details;
delighted;;;B1;adjective;people: personality;Details;
disappointed;;;B1;adjective;people: personality;Details;
embarrassed;;;B1;adjective;people: personality;Details;
exhausted;;;B1;adjective;people: personality;Details;
experienced;;;B1;adjective;people: personality;Details;
frightened;;;B1;adjective;people: personality;Details;
relaxed;;PERSON;B1;adjective;people: personality;Details;
satisfied;;PLEASED;B1;adjective;people: personality;Details;
scared;;;B1;adjective;people: personality;Details;
shocked;;;B1;adjective;people: personality;Details;
divorced;;;B1;adjective;relationships;Details;
different;;SEPARATE;B1;adjective;describing things;Details;
confident;;ABILITY;B1;adjective;people: personality;Details;
intelligent;;;B1;adjective;people: personality;Details;
painful;;PHYSICAL;B1;adjective;body and health;Details;
colourful;;BRIGHT;B1;adjective;describing things;Details;
cheerful;;HAPPY;B1;adjective;people: personality;Details;
grateful;;;B1;adjective;people: personality;Details;
helpful;;;B1;adjective;people: personality;Details;
hopeful;;FEELING POSITIVE;B1;adjective;people: personality;Details;
peaceful;;CALM;B1;adjective;people: personality;Details;
powerful;;CONTROL;B1;adjective;people: personality;Details;
sensible;;;B1;adjective;people: personality;Details;
romantic;;STORY;B1;adjective;arts and media;Details;
basic;;MAIN;B1;adjective;describing things;Details;
scientific;;;B1;adjective;education;Details;
electric;;SUPPLY;B1;adjective;technology;Details;
electronic;;EQUIPMENT;B1;adjective;technology;Details;
amusing;;;B1;adjective;describing things;Details;
disgusting;;;B1;adjective;describing things;Details;
freezing;;;B1;adjective;natural world;Details;
amazing;;SURPRISING;B1;adjective;people: personality;Details;
annoying;;;B1;adjective;people: personality;Details;
charming;;;B1;adjective;people: personality;Details;
confusing;;;B1;adjective;people: personality;Details;
disappointing;;;B1;adjective;people: personality;Details;
easygoing;;;B1;adjective;people: personality;Details;
embarrassing;;;B1;adjective;people: personality;Details;
frightening;;;B1;adjective;people: personality;Details;
relaxing;;;B1;adjective;people: personality;Details;
shocking;;;B1;adjective;people: personality;Details;
operation;;DOCTOR;B1;noun;body and health;Details;
education;;;B1;noun;education;Details;
qualification;;STUDY;B1;noun;education;Details;
selfish;;;B1;adjective;people: personality;Details;
creative;;;B1;adjective;people: personality;Details;
negative;;NO ENTHUSIASM;B1;adjective;people: personality;Details;
careless;;;B1;adjective;people: personality;Details;
hopeless;;NO HOPE;B1;adjective;people: personality;Details;
absolutely;;COMPLETELY;B1;adverb;communication;Details;
actually;;SURPRISE;B1;adverb;communication;Details;
clearly;;CERTAIN;B1;adverb;communication;Details;
completely;;;B1;adverb;communication;Details;
exactly;;EMPHASIS;B1;adverb;communication;Details;
extremely;;;B1;adverb;communication;Details;
finally;;LAST POINT;B1;adverb;communication;Details;
fortunately;;;B1;adverb;communication;Details;
fully;;;B1;adverb;communication;Details;
generally;;USUALLY;B1;adverb;communication;Details;
heavily;;;B1;adverb;communication;Details;
honestly;;EMPHASIZE;B1;adverb;communication;Details;
hopefully;;WHAT YOU WANT;B1;adverb;communication;Details;
mainly;;;B1;adverb;communication;Details;
particularly;;;B1;adverb;communication;Details;
partly;;;B1;adverb;communication;Details;
personally;;OPINION;B1;adverb;communication;Details;
possibly;;QUESTIONS;B1;adverb;communication;Details;
approximately;;;B1;adverb;describing things;Details;
fairly;;QUITE;B1;adverb;describing things;Details;
beautifully;;;B1;adverb;people: appearance;Details;
lively;;;B1;adjective;people: personality;Details;
lonely;;PERSON;B1;adjective;people: personality;Details;
amazingly;;;B1;adverb;people: personality;Details;
angrily;;;B1;adverb;people: personality;Details;
bravely;;;B1;adverb;people: personality;Details;
curiously;;WANTING TO KNOW;B1;adverb;people: personality;Details;
dangerously;;;B1;adverb;people: personality;Details;
excitedly;;;B1;adverb;people: personality;Details;
happily;;HAPPY;B1;adverb;people: personality;Details;
kindly;;;B1;adverb;people: personality;Details;
politely;;;B1;adverb;people: personality;Details;
arrangement;;PLANS;B1;noun;people: actions;Details;
government;;GROUP;B1;noun;politics;Details;
enormous;;;B1;adjective;describing things;Details;
marvellous;;;B1;adjective;describing things;Details;
anxious;;WORRIED;B1;adjective;people: personality;Details;
curious;;;B1;adjective;people: personality;Details;
generous;;WILLING TO GIVE;B1;adjective;people: personality;Details;
jealous;;UNHAPPY IN LOVE;B1;adjective;people: personality;Details;
nervous;;;B1;adjective;people: personality;Details;
serious;;PERSON;B1;adjective;people: personality;Details;
curly;;;B1;adjective;describing things;Details;
icy;;WITH ICE;B1;adjective;natural world;Details;
rainy;;;B1;adjective;natural world;Details;
sandy;;;B1;adjective;natural world;Details;
guilty;;FEELING;B1;adjective;people: personality;Details;
alcoholic;;DRINK;B1;adjective;food and drink;Details;
comic;;;B1;adjective;arts and media;Details;
audience;;GROUP;B1;noun;arts and media;Details;
orchestra;;;B1;noun;arts and media;Details;
publish;;;B1;verb;arts and media;Details;
alive;;LIVING;B1;adjective;body and health;Details;
asleep;;;B1;adjective;body and health;Details;
awake;;;B1;adjective;body and health;Details;
blind;;NO SIGHT;B1;adjective;body and health;Details;
deaf;;;B1;adjective;body and health;Details;
pregnant;;;B1;adjective;body and health;Details;
casual;;CLOTHES;B1;adjective;clothes;Details;
flat;;LOW;B1;adjective;clothes;Details;
brief;;SHORT;B1;adjective;communication;Details;
complete;;TOTAL;B1;adjective;communication;Details;
great;;EXTREME;B1;adjective;communication;Details;
anyway;;MORE IMPORTANTLY;B1;adverb;communication;Details;
besides;;EXTRA REASON;B1;adverb;communication;Details;
down;;IN WRITING;B1;adverb;communication;Details;
hardly;;ALMOST NOT;B1;adverb;communication;Details;
how;;EXPERIENCE;B1;adverb;communication;Details;
indeed;;REALLY;B1;adverb;communication;Details;
just;;ONLY;B1;adverb;communication;Details;
quite;;COMPLETELY;B1;adverb;communication;Details;
rather;;SMALL AMOUNT;B1;adverb;communication;Details;
initial;;;B1;noun;communication;Details;
madam;;WOMAN;B1;noun;communication;Details;
accurate;;;B1;adjective;describing things;Details;
ancient;;;B1;adjective;describing things;Details;
awful;;BAD;B1;adjective;describing things;Details;
